Date,Open,High,Low,Close,Adj Close,Volume
2017-09-30,0.039630,0.088060,0.014970,0.025190,0.025190,43197832
2017-10-01,0.025180,0.030630,0.019720,0.025880,0.025880,56766147
2017-10-02,0.025370,0.026830,0.020660,0.020840,0.020840,14968597
2017-10-03,0.020380,0.023080,0.020330,0.021890,0.021890,9039868
2017-10-04,0.022430,0.022690,0.020960,0.021520,0.021520,5415047
2017-10-05,0.021770,0.021860,0.018140,0.018490,0.018490,6880100
2017-10-06,0.018760,0.021820,0.017740,0.020800,0.020800,7782738
2017-10-07,0.021630,0.024400,0.020150,0.020520,0.020520,7065396
2017-10-08,0.021260,0.023700,0.021070,0.022070,0.022070,4606897
2017-10-09,0.022010,0.022290,0.021100,0.021480,0.021480,2716805
2017-10-10,0.021760,0.022630,0.021230,0.022530,0.022530,3715295
2017-10-11,0.025370,0.027430,0.023200,0.026350,0.026350,9059211
2017-10-12,0.027340,0.034560,0.025370,0.033540,0.033540,17452282
2017-10-13,0.034660,0.039550,0.029530,0.032210,0.032210,25537406
2017-10-14,0.031460,0.032930,0.029580,0.030030,0.030030,6656646
2017-10-15,0.030350,0.031390,0.028800,0.028910,0.028910,5484606
2017-10-16,0.028100,0.028780,0.024750,0.027210,0.027210,6128848
2017-10-17,0.027100,0.027660,0.025870,0.026650,0.026650,1876064
2017-10-18,0.027240,0.027580,0.026160,0.027010,0.027010,2951231
2017-10-19,0.028410,0.031640,0.027990,0.030500,0.030500,8854836
2017-10-20,0.030570,0.030930,0.027630,0.028410,0.028410,5272345
2017-10-21,0.028300,0.028420,0.027520,0.027700,0.027700,2867782
2017-10-22,0.027330,0.027570,0.024500,0.025800,0.025800,3483353
2017-10-23,0.024090,0.028390,0.022660,0.027010,0.027010,7688508
2017-10-24,0.028100,0.028670,0.026660,0.027410,0.027410,2497078
2017-10-25,0.028140,0.028380,0.026550,0.027140,0.027140,2425949
2017-10-26,0.026570,0.026570,0.025080,0.026460,0.026460,2470932
2017-10-27,0.026290,0.026340,0.025770,0.025880,0.025880,1731346
2017-10-28,0.027790,0.030120,0.027540,0.028340,0.028340,4639544
2017-10-30,0.028230,0.028850,0.027440,0.028540,0.028540,3815209
2017-10-31,0.030060,0.031740,0.028970,0.030510,0.030510,7333742
2017-11-01,0.031940,0.032000,0.022980,0.023040,0.023040,7914408
2017-11-02,0.024020,0.026340,0.017840,0.021290,0.021290,5833866
2017-11-03,0.021670,0.023600,0.019600,0.022530,0.022530,2974286
2017-11-04,0.022980,0.024300,0.021720,0.021940,0.021940,2466366
2017-11-05,0.022020,0.022830,0.020620,0.020690,0.020690,2288084
2017-11-06,0.019490,0.023240,0.019490,0.021850,0.021850,4625549
2017-11-07,0.022300,0.023790,0.021450,0.022090,0.022090,2464980
2017-11-08,0.023150,0.027540,0.022040,0.025090,0.025090,6522574
2017-11-09,0.024030,0.034930,0.023960,0.032230,0.032230,19837796
2017-11-10,0.029680,0.030140,0.026390,0.026390,0.026390,6415042
2017-11-11,0.025680,0.028400,0.025680,0.027200,0.027200,5481015
2017-11-12,0.025220,0.026330,0.022280,0.024100,0.024100,7433277
2017-11-13,0.026740,0.027390,0.024720,0.025700,0.025700,4388632
2017-11-14,0.025990,0.026720,0.025530,0.026190,0.026190,3043474
2017-11-15,0.028910,0.028910,0.025200,0.026580,0.026580,6659737
2017-11-16,0.028670,0.030080,0.027100,0.027490,0.027490,4742182
2017-11-17,0.026870,0.026870,0.024020,0.025720,0.025720,3579334
2017-11-18,0.025990,0.027080,0.025440,0.026300,0.026300,2928219
2017-11-19,0.027180,0.029190,0.026620,0.028070,0.028070,4753206
2017-11-20,0.028860,0.034630,0.027950,0.029600,0.029600,15223871
2017-11-21,0.029080,0.029650,0.027860,0.028350,0.028350,5831908
2017-11-22,0.028820,0.029070,0.028080,0.028660,0.028660,4932038
2017-11-23,0.027810,0.028050,0.026680,0.027410,0.027410,5086597
2017-11-24,0.028050,0.028460,0.027060,0.028210,0.028210,5231091
2017-11-25,0.030120,0.031520,0.029590,0.030470,0.030470,6172902
2017-11-26,0.032430,0.039140,0.031590,0.036530,0.036530,30072058
2017-11-27,0.038350,0.057910,0.036600,0.050420,0.050420,77817725
2017-11-28,0.051020,0.166100,0.048340,0.119400,0.119400,273645160
2017-11-29,0.120400,0.143400,0.080570,0.089130,0.089130,151626040
2017-11-30,0.091510,0.129300,0.089620,0.118800,0.118800,109840664
2017-12-01,0.129700,0.138500,0.124400,0.133700,0.133700,54048800
2017-12-02,0.132500,0.137400,0.128800,0.131900,0.131900,40717082
2017-12-03,0.136000,0.136500,0.125400,0.131800,0.131800,33306006
2017-12-04,0.136300,0.153600,0.128200,0.134800,0.134800,52827772
2017-12-05,0.135300,0.136700,0.124300,0.124700,0.124700,30132361
2017-12-06,0.147500,0.149900,0.115900,0.117100,0.117100,49467052
2017-12-07,0.143400,0.155700,0.101400,0.101600,0.101600,39122435
2017-12-08,0.098050,0.126300,0.089870,0.113900,0.113900,47265876
2017-12-09,0.105200,0.139400,0.101700,0.118000,0.118000,39331221
2017-12-10,0.119000,0.124700,0.102400,0.108400,0.108400,26245922
2017-12-11,0.128400,0.134400,0.118100,0.118100,0.118100,1446976
2017-12-12,0.151000,0.155200,0.114900,0.134400,0.134400,2453798
2017-12-13,0.150000,0.153800,0.125800,0.132800,0.132800,2119486
2017-12-14,0.131800,0.250900,0.123500,0.246600,0.246600,15611419
2017-12-15,0.242200,0.243700,0.191400,0.214400,0.214400,12735893
2017-12-16,0.218200,0.471700,0.201500,0.398400,0.398400,34725752
2017-12-17,0.392600,0.568500,0.365300,0.481600,0.481600,435859337
2017-12-18,0.531600,0.561000,0.469200,0.526100,0.526100,17081455
2017-12-19,0.545800,0.636700,0.498100,0.528100,0.528100,19704485
2017-12-20,0.519400,0.526100,0.421900,0.493000,0.493000,14943443
2017-12-21,0.461900,0.489600,0.442700,0.474600,0.474600,138366560
2017-12-22,0.414900,0.420600,0.336300,0.404200,0.404200,123957960
